name,market,funding_total_usd,status,country_code,region,funding_rounds,founded_at,founded_year,first_funding_at,last_funding_at,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,first_fund_year,years_between
HYLT Aviation, Manufacturing ,0.0,success,CHN,Tianjin,0,2003-01-01,2003,2008-11-01,2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,5
Hypejar, Consumers ,30015.0,success,CAN,Toronto,0,2013-02-01,2013,2013-02-01,2013-02-01,30015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
HyperBees, Mobile ,110000.0,success,GBR,London,0,2010-01-01,2010,2012-06-01,2012-06-01,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,2
Hyperoptic, Curated Web ,75762572.0,success,GBR,London,0,2010-02-01,2010,2013-05-23,2013-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75762572.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,3
hyperWALLET Systems, Mobile ,0.0,success,CAN,Vancouver,0,2000-02-01,2000,2014-06-03,2014-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,14
Hyporex Technologies, Energy ,0.0,success,CAN,Surrey,0,2013-05-24,2013,2014-07-22,2014-07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1
I Love QC, Manufacturing ,500000.0,success,GBR,Belfast,0,2012-01-01,2012,2013-11-01,2013-11-01,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,1
i-design Multimedia, Enterprise Software ,1770000.0,success,GBR,GBR - Other,1,1991-01-01,1991,2005-12-12,2005-12-12,0.0,1770000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1770000.0,0.0,0.0,2005,14
i-Invested, Startups ,0.0,success,GBR,GBR - Other,0,2014-10-16,2014,2014-10-16,2014-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
I-MD, Social Media ,0.0,success,CHN,Shanghai,0,2012-01-01,2012,2012-01-01,2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
I-Mob Holdings, Mobile ,1110000.0,success,GBR,Beaconsfield,0,2006-04-01,2006,2006-04-01,2006-04-01,0.0,1110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,0
i-nexus,,2000000.0,success,GBR,Coventry,1,2008-06-30,2008,2008-06-30,2008-06-30,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,0.0,0.0,0.0,2008,0
i2O Water, Clean Technology ,19491529.0,success,GBR,London,1,2005-01-01,2005,2009-11-01,2014-11-24,0.0,19491529.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19491529.0,0.0,2009,4
iApp4Me, Mobile ,0.0,success,CHN,CHN - Other,0,2011-07-01,2011,2011-07-01,2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0
IAT-Auto, Manufacturing ,20000000.0,success,CHN,Beijing,1,2001-01-01,2001,2009-10-01,2009-10-01,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20000000.0,0.0,0.0,0.0,2009,8
IBeiFeng, Training ,1000000.0,success,CHN,Shanghai,1,2008-01-01,2008,2014-02-01,2014-02-01,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,2014,6
Ibexis Technologies,,75762.0,success,GBR,Altrincham,0,2013-05-24,2013,2013-05-24,2013-05-24,75762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
Ibidex, Games ,42183.0,success,GBR,London,0,2014-08-01,2014,2014-08-01,2014-08-01,42183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
iBoxPay, Finance ,12200104.0,success,CHN,Shenzhen,2,2011-01-01,2011,2012-06-01,2013-07-01,0.0,12200104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200104.0,10000000.0,0.0,0.0,2012,1
ICE Entertainment, Games ,8500000.0,success,CHN,Shanghai,1,2006-01-01,2006,2007-06-01,2007-06-01,0.0,8500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8500000.0,0.0,0.0,0.0,2007,1
IceMos Technology, Semiconductors ,2043101.0,success,GBR,Belfast,0,2003-01-01,2003,2011-02-07,2011-02-07,0.0,2043101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,8
Iceotope, Clean Technology ,12404224.0,success,GBR,Rotherham,1,2011-11-04,2011,2011-11-03,2014-01-13,0.0,10000000.0,0.0,0.0,0.0,0.0,2404224.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,2011,0
Icera, Mobile ,212000000.0,success,GBR,Bristol,1,2002-04-01,2002,2006-03-15,2011-06-03,0.0,80000000.0,0.0,0.0,0.0,27000000.0,0.0,0.0,105000000.0,0.0,0.0,0.0,0.0,40000000.0,40000000.0,2006,4
iCo Therapeutics, Biotechnology ,5456425.0,success,CAN,Vancouver,0,2009-12-01,2009,2009-12-01,2014-02-05,0.0,5456425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0
icomply, Software ,81088.0,success,GBR,West Berkshire,0,2012-09-14,2012,2012-09-14,2012-09-14,0.0,0.0,81088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
iConnectivity, iPod Touch ,1600000.0,success,CAN,Calgary,0,2009-05-25,2009,2012-08-01,2012-08-01,0.0,1600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,3
iCrossing, Sales and Marketing ,62000000.0,success,GBR,London,0,1998-01-01,1998,2005-07-12,2007-07-26,0.0,62000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,7
Idc917, Web Hosting ,81389.0,success,CHN,CHN - Other,0,2008-01-01,2008,2013-06-01,2013-06-01,0.0,0.0,0.0,81389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,5
Ideagen, Software ,1150000.0,success,GBR,GBR - Other,0,1997-01-01,1997,2005-05-18,2005-05-18,0.0,1150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,8
iDentiMob, Security ,0.0,success,GBR,London,0,2013-01-14,2013,2013-03-06,2013-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
idio, Social Media ,2600000.0,success,GBR,London,1,2006-08-08,2006,2006-11-01,2013-06-20,250000.0,2350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2350000.0,0.0,0.0,0.0,2006,0
IDOMOTICS, Smart Building ,585191.0,success,GBR,London,0,2011-09-20,2011,2011-09-20,2014-08-10,585191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0
iDreamsky Technology, Android ,12000000.0,success,CHN,Shenzhen,1,2009-01-01,2009,2011-01-01,2013-09-01,2000000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,2011,2
IDYIA Innovations, Web Hosting ,267500.0,fail,CAN,Winnipeg,0,1972-01-01,1972,2005-08-25,2005-08-25,0.0,267500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,33
iexerci.se, Fitness ,379892.0,fail,GBR,Stockton-on-tees,0,2009-01-01,2009,2009-01-01,2009-09-15,0.0,0.0,0.0,0.0,0.0,0.0,329484.0,50408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0
iGistics, Software ,0.0,success,CAN,Toronto,0,2013-03-01,2013,2012-08-22,2012-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,-1
Igloo Software, File Sharing ,9000000.0,success,CAN,Toronto,1,2008-02-01,2008,2008-05-01,2012-01-26,0.0,9000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,2008,0
Igloo Vision, Games ,410423.0,success,GBR,Shropshire,0,2011-06-16,2011,2011-06-16,2011-06-16,0.0,0.0,0.0,410423.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0
Iglu.com, Travel ,29460807.0,success,GBR,Wimbledon,0,2012-05-31,2012,2012-05-31,2012-05-31,0.0,0.0,0.0,0.0,0.0,29460807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
Ignis Energy, Clean Technology ,5014644.0,success,GBR,Surrey,0,2012-05-03,2012,2012-05-03,2012-05-03,0.0,5014644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
Ignite Accelerator, Finance ,2661559.0,success,GBR,GBR - Other,0,2011-01-01,2011,2011-07-01,2014-02-25,2661559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0
IgY Immune Technologies & Life Sciences, Biotechnology ,65100.0,success,CAN,Thunder Bay,0,2009-01-01,2009,2012-02-22,2012-02-22,0.0,65100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,3
iHandle, Mobile ,1597878.0,success,CHN,CHN - Other,1,2012-06-01,2012,2012-06-01,2013-07-01,0.0,1597878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,785751.0,0.0,0.0,0.0,2012,0
Ihaveu.com, E-Commerce ,11000000.0,success,CHN,Tianjin,0,2010-01-01,2010,2010-12-28,2010-12-28,0.0,11000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0
iHELP World,,51728.0,success,GBR,London,0,2013-01-01,2013,2013-07-01,2013-07-01,51728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
IHS Holding, Mobile ,620000000.0,success,GBR,London,0,2001-01-01,2001,2014-03-03,2014-04-17,0.0,0.0,0.0,0.0,0.0,70000000.0,0.0,0.0,550000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,13
ihush.com, E-Commerce ,43000000.0,success,CHN,Shanghai,1,2010-08-01,2010,2010-08-01,2011-06-23,0.0,43000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43000000.0,0.0,0.0,2010,0
IIIMOBI, Advertising ,300000.0,fail,CHN,Shanghai,0,2009-05-01,2009,2009-10-01,2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,0
iKang Healthcare Group, Health Care ,125000000.0,success,CHN,Beijing,1,2007-11-01,2007,2007-11-01,2013-05-01,0.0,25000000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,0.0,0.0,0.0,25000000.0,0.0,0.0,2007,0
iLink, Software ,0.0,success,CAN,Toronto,0,2014-08-01,2014,2014-09-10,2014-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
Illumix Software, Business Intelligence ,3000000.0,fail,GBR,London,1,2008-04-01,2008,2008-11-01,2008-11-01,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,2008,0
Image Engine Design, Games ,2200000.0,success,CAN,Vancouver,0,1994-01-01,1994,2009-12-23,2009-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2009,15
Imagination Technologies, Semiconductors ,102373249.0,success,GBR,GBR - Other,0,1985-01-01,1985,2006-10-01,2009-06-26,0.0,15033479.0,0.0,87339770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,21
Imagineer Systems, Software ,1265400.0,success,GBR,London,0,2000-01-01,2000,2006-09-19,2006-09-19,0.0,1265400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,6
Imagistx, Health and Wellness ,4200000.0,success,CAN,Toronto,0,2003-01-01,2003,2013-12-19,2013-12-19,0.0,4200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,10
iMall.eu, E-Commerce ,470000.0,success,GBR,London,0,2012-11-01,2012,2012-11-01,2012-11-01,470000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
IMGuest, Travel ,0.0,success,GBR,London,0,2011-01-05,2011,2011-01-01,2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0
Immerse Learning, Technology ,2038317.0,success,GBR,London,0,2005-09-06,2005,2011-03-17,2014-06-09,778110.0,1260207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,6
Immune Targeting Systems, Biotechnology ,13200000.0,success,GBR,GBR - Other,1,2003-01-01,2003,2010-03-17,2010-03-17,0.0,13200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13200000.0,0.0,0.0,0.0,2010,7
Immunovaccine, Biotechnology ,15400000.0,success,CAN,Halifax,0,2000-01-01,2000,2013-11-21,2014-09-05,0.0,4200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,13
ImmuPharma, Pharmaceuticals ,510142.0,success,GBR,London,0,2014-10-20,2014,2014-10-20,2014-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
Impakt Protective, Hardware + Software ,490196.0,success,CAN,Kanata,0,2010-11-22,2010,2013-03-18,2013-03-18,0.0,0.0,0.0,0.0,0.0,0.0,490196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,3
iMPath Networks, Web Hosting ,3020000.0,success,CAN,Halifax,0,2008-06-19,2008,2008-06-19,2008-06-19,0.0,3020000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008,0
Imperative Health, Biotechnology ,4000000.0,success,GBR,London,0,2010-01-26,2010,2010-01-26,2010-01-26,0.0,4000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,0
Imperial College London, Technology ,500000.0,success,GBR,London,0,2014-01-01,2014,2014-08-06,2014-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
Impero Software Limited, Software ,16845651.0,success,GBR,Loughborough,0,2002-01-01,2002,2014-05-27,2014-05-27,0.0,16845651.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,12
import.io, Big Data ,4300000.0,success,GBR,London,0,2012-06-21,2012,2013-03-12,2014-09-04,4300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,1
Impression Technologies, Manufacturing ,1246443.0,success,GBR,London,0,2012-01-01,2012,2013-03-24,2014-09-17,759146.0,487297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,1
IMSPEX Diagnostics, Medical Devices ,2255893.0,success,GBR,GBR - Other,0,2011-01-01,2011,2014-10-28,2014-10-28,0.0,2255893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,3
In Motion Technology, Mobile ,5639000.0,success,CAN,New Westminster,0,2002-09-03,2002,2005-01-01,2009-11-20,0.0,5639000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,3
In The Chat Communications, Services ,0.0,success,CAN,Toronto,0,2010-01-01,2010,2012-10-31,2012-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,2
In1001.com, Mobile ,1627780.0,success,CHN,CHN - Other,1,2013-06-01,2013,2013-06-01,2013-06-01,0.0,1627780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1627780.0,0.0,0.0,0.0,2013,0
In2Games, Games ,15280000.0,fail,GBR,London,1,2000-11-01,2000,2007-06-11,2007-06-11,0.0,15280000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15280000.0,0.0,0.0,0.0,2007,7
Inaika, Hospitality ,40000.0,success,GBR,London,0,2012-07-01,2012,2012-10-30,2012-10-30,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
inBOLD Business Solutions, Consulting ,0.0,success,CAN,QC - Other,0,2008-06-13,2008,2014-03-18,2014-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,6
Incanthera, Biotechnology ,984913.0,success,GBR,Liverpool,0,2010-01-01,2010,2014-02-02,2014-02-02,0.0,984913.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,4
INcubes, Incubators ,0.0,success,CAN,Toronto,0,2011-12-05,2011,2010-10-05,2010-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,-1
IND Lifetech, Manufacturing ,0.0,success,CHN,CHN - Other,0,2002-02-01,2002,2010-10-01,2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,8
Indel Therapeutics, Biotechnology ,1400000.0,success,CAN,Vancouver,1,2011-04-28,2011,2011-04-28,2011-04-28,0.0,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400000.0,0.0,0.0,2011,0
Indicee, SaaS ,6000000.0,success,CAN,Vancouver,1,2006-01-01,2006,2009-11-04,2009-11-04,0.0,6000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0,0.0,0.0,0.0,2009,3
Indigo Clothing, Fashion ,31208.0,success,GBR,London,0,2002-01-01,2002,2010-08-01,2010-08-01,0.0,0.0,0.0,0.0,0.0,31208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,8
IndigoBoom, Music ,0.0,success,GBR,London,0,2007-01-01,2007,2007-01-01,2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,0
IndigoVision, Enterprise Software ,0.0,success,GBR,Edinburgh,0,2011-12-16,2011,2011-12-16,2011-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0
Indochino, E-Commerce ,17250000.0,success,CAN,Vancouver,2,2007-03-01,2007,2006-01-01,2013-03-20,0.0,17250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000000.0,13000000.0,0.0,0.0,2006,-1
InEdge, Consulting ,1440000.0,success,CAN,Montreal,0,1994-01-01,1994,2007-09-06,2007-09-06,0.0,1440000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,13
iNeed, Social Media ,81088.0,success,GBR,London,0,2012-09-14,2012,2012-09-14,2012-09-14,0.0,0.0,81088.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
INETCO Systems Limited, Point of Sale ,350000.0,success,CAN,Burnaby,0,1984-01-01,1984,2010-01-19,2013-07-01,0.0,350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010,26
Inetec,,9149004.0,success,GBR,GBR - Other,0,1997-01-01,1997,2006-03-31,2009-12-04,0.0,216494.0,0.0,8932510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,9
Infinity Wireless Ltd,,350000.0,success,GBR,Birmingham,0,2012-06-01,2012,2014-03-31,2014-03-31,350000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,2
infirst Healthcare, Health and Wellness ,37972639.0,success,GBR,London,1,2012-01-01,2012,2013-03-25,2013-03-25,0.0,37972639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37972639.0,0.0,0.0,0.0,2013,1
Influitive, Communities ,11300000.0,success,CAN,Toronto,1,2010-10-01,2010,2012-08-09,2012-12-17,3750000.0,7550000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7550000.0,0.0,0.0,0.0,2012,2
InfoBasis,,1771014.0,success,GBR,London,0,2001-01-01,2001,2004-08-25,2005-10-14,0.0,962861.0,0.0,808153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004,3
Infobright, Analytics ,21000000.0,success,CAN,Toronto,3,2005-01-01,2005,2006-01-01,2008-01-01,0.0,21000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,8000000.0,10000000.0,0.0,2006,1
Infoflow, Software ,457000.0,fail,GBR,Sheffield,0,2006-01-01,2006,2007-05-10,2008-06-23,0.0,457000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007,1
Infogami,,0.0,success,GBR,London,0,2013-01-01,2013,2005-08-02,2005-08-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005,-8
Inforgence Inc., Enterprise Software ,0.0,success,CHN,Beijing,0,2011-12-01,2011,2011-12-01,2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011,0
Inform Direct, Software ,454575.0,success,GBR,London,0,2013-12-05,2013,2013-12-05,2013-12-05,0.0,454575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013,0
InforSense, Enterprise Software ,10000000.0,success,GBR,London,0,1999-01-01,1999,2006-10-25,2006-10-25,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,7
Infotop, Software ,340000.0,success,CHN,CHN - Other,1,1999-01-01,1999,1994-08-01,1994-08-01,0.0,340000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340000.0,0.0,0.0,0.0,1994,-5
Ingageapp, Enterprises ,1637554.0,success,CHN,Beijing,1,2013-11-01,2013,2013-11-01,2013-11-01,0.0,1637554.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637554.0,0.0,0.0,0.0,2013,0
inGenius Engineering, Governments ,0.0,success,CAN,Kanata,0,1989-02-19,1989,2014-06-18,2014-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,25
InhibOx, Biotechnology ,1890000.0,success,GBR,London,0,2006-11-17,2006,2006-11-17,2006-11-17,0.0,1890000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006,0
Inimex Pharmaceuticals, Biotechnology ,26500000.0,fail,CAN,Burnaby,2,2004-07-06,2004,2004-07-06,2008-06-02,0.0,26500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500000.0,22000000.0,0.0,0.0,2004,0
Inivata, Biotechnology ,6533492.0,success,GBR,London,0,2014-09-23,2014,2014-09-23,2014-09-23,0.0,6533492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,0
Inkerwang, E-Commerce ,1760000.0,success,CHN,Beijing,1,2008-06-01,2008,2008-06-01,2008-06-01,0.0,1760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760000.0,0.0,0.0,0.0,2008,0
Inkventors, Education ,15000.0,success,CAN,Toronto,0,2012-06-04,2012,2014-07-20,2014-07-20,0.0,0.0,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,2
INMAN, E-Commerce ,10000000.0,success,CHN,Guangzhou,1,2014-02-01,2014,2014-02-01,2014-02-01,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,2014,0
InMyShow, Advertising ,5000000.0,success,CHN,Beijing,1,2006-12-01,2006,2006-12-01,2006-12-01,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.0,2006,0
InNetwork, Social Media Advertising ,718658.0,success,CAN,Halifax,0,2012-10-01,2012,2012-10-01,2014-01-17,0.0,0.0,0.0,228658.0,0.0,0.0,490000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2012,0
Innofidei, Manufacturing ,20000000.0,success,CHN,Beijing,1,2006-09-01,2006,2007-07-01,2009-11-01,0.0,20000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000000.0,0.0,0.0,0.0,2007,1
Innohub, Enterprise Software ,100000.0,success,CAN,Toronto,0,2013-04-01,2013,2014-07-01,2014-07-01,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014,1
Innolight, Design ,39000000.0,success,CHN,Shanghai,2,2008-04-01,2008,2013-01-01,2014-09-26,0.0,39000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,38000000.0,0.0,2013,5
